mu	sm	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
mu1e-5	sm-.01	N-25	1D	29169-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0477517883220712	0.837320468365244	NA	24975	925	NA	402	99	NA	23150	375	NA
mu1e-5	sm-.01	N-25	1D	30670-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00654043216752061	0.0338047138047138	NA	24975	24275	NA	402	99	NA	24400	24125	NA
mu1e-5	sm-.01	N-25	1D	30788-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000335140219301502	0.000410070857832052	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	31014-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0629009182941016	0.902236293281069	NA	24975	12575	NA	402	99	NA	14250	12425	NA
mu1e-5	sm-.01	N-25	1D	3216-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00193609069082448	0.00125031408613498	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	3261-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000630182421227197	7.03552942358913e-05	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	33228-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00213064033068488	0.00126438514498216	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	34949-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0217752035840697	0.738125533946429	NA	24975	5175	NA	402	99	NA	24375	4675	NA
mu1e-5	sm-.01	N-25	1D	36046-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00301824212271973	0.000679431127192321	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	37141-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0126491918516868	0.00145333936378713	NA	24975	24975	NA	402	99	NA	24750	24975	NA
mu1e-5	sm-.01	N-25	1D	38170-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0621831142793495	0.770014573596663	NA	24975	975	NA	402	99	NA	5600	850	NA
mu1e-5	sm-.01	N-25	1D	38429-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0406187965644415	0.844629378360722	NA	24975	2225	NA	402	99	NA	21850	900	NA
mu1e-5	sm-.01	N-25	1D	40205-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0124977104527116	9.84974119302478e-05	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	40299-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0385272641766293	0.812231770440726	NA	24975	9400	NA	402	99	NA	24475	7375	NA
mu1e-5	sm-.01	N-25	1D	40338-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00102175688720576	0.00275189708025529	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	42414-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0725175119427737	0.846935021860395	NA	24975	9375	NA	402	99	NA	14900	7150	NA
mu1e-5	sm-.01	N-25	1D	42741-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00304200391079429	0.0254485150007538	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	42898-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000489096804534541	0.0002311673953465	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	43217-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0770233410064107	0.90225237449118	NA	24975	2850	NA	402	99	NA	18325	2475	NA
mu1e-5	sm-.01	N-25	1D	43295-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0161807876042672	0.463924820342731	NA	24975	21425	NA	402	99	NA	22550	21325	NA
mu1e-5	sm-.01	N-25	1D	45749-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0462369743323185	0.879240162822252	NA	24975	18175	NA	402	99	NA	19250	15800	NA
mu1e-5	sm-.01	N-25	1D	45822-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0467151803173189	0.550739233127293	NA	24975	9725	NA	402	99	NA	22325	9075	NA
mu1e-5	sm-.01	N-25	1D	48165-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0815925348382466	0.761328709985426	NA	24975	5425	NA	402	99	NA	19375	5250	NA
mu1e-5	sm-.01	N-25	1D	48934-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0071008143362788	0.00463138851198553	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	49814-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0748347813172941	0.899506507864717	NA	24975	14375	NA	402	99	NA	20175	14275	NA
mu1e-5	sm-.01	N-25	1D	49986-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00382416276824831	0.00663148901954872	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	52336-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0738323308828989	0.768119000954822	NA	24975	13925	NA	402	99	NA	16425	13475	NA
mu1e-5	sm-.01	N-25	1D	5321-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0310427959703968	0.418873310216594	NA	24975	21575	NA	402	99	NA	22325	12050	NA
mu1e-5	sm-.01	N-25	1D	53227-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.05309324026633	0.859721594049952	NA	24975	17175	NA	402	99	NA	18675	16350	NA
mu1e-5	sm-.01	N-25	1D	53283-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000439593079379223	0.000769887934067038	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	54853-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00565530556174352	0.235672144328861	NA	24975	21100	NA	402	99	NA	24975	21100	NA
mu1e-5	sm-.01	N-25	1D	54854-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0501611346253806	0.79069098949696	NA	24975	11425	NA	402	99	NA	21825	11150	NA
mu1e-5	sm-.01	N-25	1D	57217-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.079967822578649	0.945100758832102	NA	24975	1375	NA	402	99	NA	4525	700	NA
mu1e-5	sm-.01	N-25	1D	57729-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0268023068735922	0.784236393788633	NA	24975	11675	NA	402	99	NA	23125	11375	NA
mu1e-5	sm-.01	N-25	1D	58005-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0464072671468528	0.637754661038243	NA	24975	2175	NA	402	99	NA	23325	1425	NA
mu1e-5	sm-.01	N-25	1D	58407-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0484636518898047	0.814535403789135	NA	24975	6025	NA	402	99	NA	24900	5050	NA
mu1e-5	sm-.01	N-25	1D	60443-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.022006385980545	0.00261118649178351	NA	24975	24975	NA	402	99	NA	23225	24975	NA
mu1e-5	sm-.01	N-25	1D	61556-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0400910868542858	0.852374491180461	NA	24975	14650	NA	402	99	NA	21825	14600	NA
mu1e-5	sm-.01	N-25	1D	62500-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0651909606197866	0.890388461731745	NA	24975	16250	NA	402	99	NA	15975	16075	NA
mu1e-5	sm-.01	N-25	1D	63667-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00109997277295116	0.0111121161867431	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	63698-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0356312962550432	0.761497562691593	NA	24975	17800	NA	402	99	NA	22400	17750	NA
mu1e-5	sm-.01	N-25	1D	6466-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0218346080542561	0.384473591637771	NA	24975	22050	NA	402	99	NA	23400	21975	NA
mu1e-5	sm-.01	N-25	1D	64789-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.174994183312294	0.861142770993517	NA	24975	10950	NA	402	99	NA	13175	10775	NA
mu1e-5	sm-.01	N-25	1D	66301-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0426722110838841	0.624429368309965	NA	24975	975	NA	402	99	NA	24975	675	NA
mu1e-5	sm-.01	N-25	1D	66702-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0506566669141853	0.803990150258807	NA	24975	11575	NA	402	99	NA	23800	10400	NA
mu1e-5	sm-.01	N-25	1D	67391-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0598712903145962	0.000233177546610382	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	70551-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000237617880745526	0.000148751193527313	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	72729-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0264973639266355	0.791700085431429	NA	24975	10400	NA	402	99	NA	23550	10200	NA
mu1e-5	sm-.01	N-25	1D	74561-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0353258582708349	0.837523493642897	NA	24975	1475	NA	402	99	NA	23875	1250	NA
mu1e-5	sm-.01	N-25	1D	74655-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0674874384297418	0.831597567716971	NA	24975	3200	NA	402	99	NA	18650	2300	NA
mu1e-5	sm-.01	N-25	1D	76144-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0218880720774238	0.685706819438163	NA	24975	2075	NA	402	99	NA	24625	1175	NA
mu1e-5	sm-.01	N-25	1D	77543-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0303695453082844	0.000856324438413991	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	80234-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0143739016360981	0.0064485652545354	NA	24975	24975	NA	402	99	NA	23575	24975	NA
mu1e-5	sm-.01	N-25	1D	80273-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00315685255315462	0.000603045379164782	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	80575-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.037840647508725	0.775190713101161	NA	24975	9225	NA	402	99	NA	22150	8900	NA
mu1e-5	sm-.01	N-25	1D	80766-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000669785401351452	0.000132669983416252	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	80956-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.01161753421945	0.000106538016985778	NA	24975	24975	NA	402	99	NA	24825	24975	NA
mu1e-5	sm-.01	N-25	1D	81110-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00487809707680503	0.0989175335443992	NA	24975	23725	NA	402	99	NA	24625	23325	NA
mu1e-5	sm-.01	N-25	1D	81407-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0533585802331625	0.835059048193377	NA	24975	9925	NA	402	99	NA	21975	9500	NA
mu1e-5	sm-.01	N-25	1D	81513-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0613014529343333	0.861385999296447	NA	24975	2950	NA	402	99	NA	24125	2050	NA
mu1e-5	sm-.01	N-25	1D	81711-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0255864953837776	0.477368711995578	NA	24975	19425	NA	402	99	NA	24675	19075	NA
mu1e-5	sm-.01	N-25	1D	82249-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0746634984282567	0.91708528066737	NA	24975	10650	NA	402	99	NA	14325	10550	NA
mu1e-5	sm-.01	N-25	1D	82684-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000906413207593871	0.00237599879390924	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	82725-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000317813915497141	0.00100708578320519	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	85093-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00154105096408505	0.00514598723553947	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	87196-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0634286280042573	0.915368611488015	NA	24975	13675	NA	402	99	NA	24875	13325	NA
mu1e-5	sm-.01	N-25	1D	87484-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0753095220415336	0.823977084275592	NA	24975	4150	NA	402	99	NA	19825	3475	NA
mu1e-5	sm-.01	N-25	1D	88783-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000930174995668424	0.00135283180059299	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	89653-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0346902304398406	0.662105633448917	NA	24975	17350	NA	402	99	NA	23025	17225	NA
mu1e-5	sm-.01	N-25	1D	89906-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000185638969332442	0.000395999798984874	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	91539-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00151431895250118	0.000291471933262978	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	9166-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.050867552783347	0.787935072114177	NA	24975	14175	NA	402	99	NA	24650	9375	NA
mu1e-5	sm-.01	N-25	1D	91941-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00137372837306007	0.000586964169053721	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	92247-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0206480037622831	0.616463138851199	NA	24975	8500	NA	402	99	NA	24175	7875	NA
mu1e-5	sm-.01	N-25	1D	9418-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.00139848023563773	0.000221116639027087	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	94549-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0632078413900646	0.802213176541535	NA	24975	18275	NA	402	99	NA	19700	17550	NA
mu1e-5	sm-.01	N-25	1D	95585-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.000953441746491424	0.000383938891401578	NA	24975	24975	NA	402	99	NA	24975	24975	NA
mu1e-5	sm-.01	N-25	1D	9560-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0310903195465459	0.716540529674858	NA	24975	5575	NA	402	99	NA	21050	3075	NA
mu1e-5	sm-.01	N-25	1D	9834-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0389475508031979	0.827404392180512	NA	24975	7500	NA	402	99	NA	24725	6825	NA
mu1e-5	sm-.01	N-25	1D	98805-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0445053340263855	0.835436956630986	NA	24975	11950	NA	402	99	NA	24250	10825	NA
mu1e-5	sm-.01	N-25	1D	98872-r1-501-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0590000247518626	0.867659681391025	NA	24975	16450	NA	402	99	NA	20600	15325	NA
mu1e-5	sm-.01	N-25	2D	15197-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	17153-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	18901-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	21960-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	3661-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	6143-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	64100-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-25	2D	93682-r101-101-sb0.01-sm-0.01-N25-pophistory-run.Rdata	1e-05	0.3	0.2	25	101	101	2	0.01	-0.01	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.01	N-400	1D	10864-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0319290364099899	0.808619026081713	NA	24975	2300	NA	402	99	NA	2000	1150	NA
mu1e-5	sm-.01	N-400	1D	11135-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0419351315561496	0.830033921302578	NA	24975	1675	NA	402	99	NA	2275	250	NA
mu1e-5	sm-.01	N-400	1D	12842-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0454770302715279	0.850959972862958	NA	24975	1950	NA	402	99	NA	1675	900	NA
mu1e-5	sm-.01	N-400	1D	1339-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.042893307096359	0.827776144529876	NA	24975	1975	NA	402	99	NA	650	300	NA
mu1e-5	sm-.01	N-400	1D	13418-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0353338716863444	0.830001633247902	NA	24975	2900	NA	402	99	NA	725	1750	NA
mu1e-5	sm-.01	N-400	1D	14832-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0388471820004455	0.833258203929846	NA	24975	1800	NA	402	99	NA	1825	800	NA
mu1e-5	sm-.01	N-400	1D	14976-r1-501-sb0.01-sm-0.01-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-0.01	1000	25	0.953770108230929	0.0396122001930645	0.835423513744409	NA	24975	5025	NA	402	99	NA	4875	3600	NA
