mu	sm	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
mu1e-5	sm-.0001	N-400	1D	16365-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.395247147347838	0.973329815568622	NA	24975	1850	NA	402	99	NA	50	75	NA
mu1e-5	sm-.0001	N-400	1D	20772-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.478960978688646	0.970698025026383	NA	24975	2975	NA	402	99	NA	400	650	NA
mu1e-5	sm-.0001	N-400	1D	22005-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.338567547832974	0.964088647670737	NA	24975	2325	NA	402	99	NA	100	375	NA
mu1e-5	sm-.0001	N-400	1D	23783-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.502937427291404	0.979861048293884	NA	24975	3550	NA	402	99	NA	125	1050	NA
mu1e-5	sm-.0001	N-400	1D	27895-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.476099941833123	0.976976732499121	NA	24975	3725	NA	402	99	NA	75	1200	NA
mu1e-5	sm-.0001	N-400	1D	2807-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.380691876438702	0.970632820744761	NA	24975	2750	NA	402	99	NA	350	325	NA
mu1e-5	sm-.0001	N-400	1D	28286-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.398868654241232	0.957197095331424	NA	24975	4050	NA	402	99	NA	175	575	NA
mu1e-5	sm-.0001	N-400	1D	28398-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.2842219561397	0.963733227800392	NA	24975	3525	NA	402	99	NA	525	550	NA
mu1e-5	sm-.0001	N-400	1D	28617-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.401601662087572	0.966370546258606	NA	24975	2825	NA	402	99	NA	500	550	NA
mu1e-5	sm-.0001	N-400	1D	29706-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.428405670651717	0.961840921654354	NA	24975	3075	NA	402	99	NA	325	225	NA
mu1e-5	sm-.0001	N-400	1D	29733-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.439044516224846	0.972412432785567	NA	24975	2775	NA	402	99	NA	100	375	NA
mu1e-5	sm-.0001	N-400	1D	30344-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.419083067250811	0.958178802954922	NA	24975	4375	NA	402	99	NA	375	1175	NA
mu1e-5	sm-.0001	N-400	1D	30556-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.457977896586718	0.968138599929645	NA	24975	3025	NA	402	99	NA	25	800	NA
mu1e-5	sm-.0001	N-400	1D	33161-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.358032969480953	0.961574074074074	NA	24975	4925	NA	402	99	NA	2800	3000	NA
mu1e-5	sm-.0001	N-400	1D	35368-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.372272777901537	0.965819513543394	NA	24975	4425	NA	402	99	NA	775	1850	NA
mu1e-5	sm-.0001	N-400	1D	36573-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.474209054231331	0.969736418915523	NA	24975	4750	NA	402	99	NA	2225	1675	NA
mu1e-5	sm-.0001	N-400	1D	37996-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.386078005494914	0.969056862153877	NA	24975	3225	NA	402	99	NA	525	225	NA
mu1e-5	sm-.0001	N-400	1D	38229-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.43544862750922	0.954242549876878	NA	24975	3350	NA	402	99	NA	150	950	NA
mu1e-5	sm-.0001	N-400	1D	3968-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.441452872453652	0.975224131865923	NA	24975	5375	NA	402	99	NA	100	3050	NA
mu1e-5	sm-.0001	N-400	1D	39809-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.383268792851662	0.969807904919845	NA	24975	3675	NA	402	99	NA	475	1300	NA
mu1e-5	sm-.0001	N-400	1D	40124-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.421416734734289	0.963066988290869	NA	24975	3125	NA	402	99	NA	75	275	NA
mu1e-5	sm-.0001	N-400	1D	40209-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.421139451993763	0.9700267601387	NA	24975	4050	NA	402	99	NA	1900	1025	NA
mu1e-5	sm-.0001	N-400	1D	40587-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.370377713422935	0.976317402884567	NA	24975	6025	NA	402	99	NA	2375	3450	NA
mu1e-5	sm-.0001	N-400	1D	44509-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.509210910621024	0.98044336398814	NA	24975	6425	NA	402	99	NA	575	4250	NA
mu1e-5	sm-.0001	N-400	1D	44587-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.384106952798198	0.960344992210664	NA	24975	3175	NA	402	99	NA	1225	300	NA
mu1e-5	sm-.0001	N-400	1D	45107-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.3294800252469	0.96732536810895	NA	24975	3350	NA	402	99	NA	550	1025	NA
mu1e-5	sm-.0001	N-400	1D	4536-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.558080276478305	0.985044977134529	NA	24975	4800	NA	402	99	NA	575	1550	NA
mu1e-5	sm-.0001	N-400	1D	4572-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.402349787133982	0.975088949193427	NA	24975	2475	NA	402	99	NA	50	350	NA
mu1e-5	sm-.0001	N-400	1D	46694-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.551514813989753	0.962008894919343	NA	24975	4750	NA	402	99	NA	900	1875	NA
mu1e-5	sm-.0001	N-400	1D	47060-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.395255253582832	0.943080054274084	NA	24975	2950	NA	402	99	NA	225	425	NA
mu1e-5	sm-.0001	N-400	1D	47136-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.402427631741789	0.968434720337705	NA	24975	5125	NA	402	99	NA	1200	2225	NA
mu1e-5	sm-.0001	N-400	1D	47224-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.443949221553922	0.973884491682999	NA	24975	3250	NA	402	99	NA	1850	325	NA
mu1e-5	sm-.0001	N-400	1D	48726-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.453381877923814	0.965061309613548	NA	24975	4750	NA	402	99	NA	100	2125	NA
mu1e-5	sm-.0001	N-400	1D	48886-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.407081538823296	0.961893311221669	NA	24975	6075	NA	402	99	NA	675	3350	NA
mu1e-5	sm-.0001	N-400	1D	4984-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.418995352837801	0.963374290165335	NA	24975	3350	NA	402	99	NA	350	850	NA
mu1e-5	sm-.0001	N-400	1D	50144-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.588641184624143	0.985773028795417	NA	24975	4525	NA	402	99	NA	1075	425	NA
mu1e-5	sm-.0001	N-400	1D	53768-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.279414278111928	0.967050856826976	NA	24975	3250	NA	402	99	NA	275	100	NA
mu1e-5	sm-.0001	N-400	1D	5582-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.350847751293285	0.960137946630484	NA	24975	3250	NA	402	99	NA	250	1350	NA
mu1e-5	sm-.0001	N-400	1D	55899-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.465495006311725	0.968851575456053	NA	24975	3500	NA	402	99	NA	1925	300	NA
mu1e-5	sm-.0001	N-400	1D	56072-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.403507772084849	0.975390220614101	NA	24975	3725	NA	402	99	NA	1325	1075	NA
mu1e-5	sm-.0001	N-400	1D	57238-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.4168256664439	0.97273694658023	NA	24975	2375	NA	402	99	NA	325	250	NA
mu1e-5	sm-.0001	N-400	1D	60126-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.505324280339596	0.966663525805317	NA	24975	2975	NA	402	99	NA	275	200	NA
mu1e-5	sm-.0001	N-400	1D	6099-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.419300388604242	0.981037614955525	NA	24975	3750	NA	402	99	NA	300	1475	NA
mu1e-5	sm-.0001	N-400	1D	62111-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.533391128932452	0.938576310367355	NA	24975	3325	NA	402	99	NA	75	1200	NA
mu1e-5	sm-.0001	N-400	1D	62187-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.395168343605356	0.988669656766672	NA	24975	3400	NA	402	99	NA	125	825	NA
mu1e-5	sm-.0001	N-400	1D	62931-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.453694246429544	0.964749359264285	NA	24975	3175	NA	402	99	NA	500	350	NA
mu1e-5	sm-.0001	N-400	1D	62967-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.354842578154006	0.958846801346801	NA	24975	6900	NA	402	99	NA	1325	3250	NA
mu1e-5	sm-.0001	N-400	1D	63738-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.460484084552363	0.974747349113021	NA	24975	3050	NA	402	99	NA	225	325	NA
mu1e-5	sm-.0001	N-400	1D	64420-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.401175125615703	0.971117518468265	NA	24975	2675	NA	402	99	NA	50	375	NA
mu1e-5	sm-.0001	N-400	1D	64909-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.342110807900795	0.957463440373888	NA	24975	3275	NA	402	99	NA	150	500	NA
mu1e-5	sm-.0001	N-400	1D	65076-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.478006639687136	0.97668061209106	NA	24975	2875	NA	402	99	NA	775	525	NA
mu1e-5	sm-.0001	N-400	1D	6568-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.554180929927477	0.978816523443389	NA	24975	4875	NA	402	99	NA	400	1575	NA
mu1e-5	sm-.0001	N-400	1D	65724-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.350845307046855	0.965210688979346	NA	24975	7525	NA	402	99	NA	500	5600	NA
mu1e-5	sm-.0001	N-400	1D	66086-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.419905973862033	0.981063621287502	NA	24975	3525	NA	402	99	NA	1175	150	NA
mu1e-5	sm-.0001	N-400	1D	66816-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.465317875795154	0.961844941956882	NA	24975	3350	NA	402	99	NA	400	350	NA
mu1e-5	sm-.0001	N-400	1D	67228-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.345595901091557	0.940570129152219	NA	24975	3475	NA	402	99	NA	400	1325	NA
mu1e-5	sm-.0001	N-400	1D	67686-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.401779411400708	0.976816674204734	NA	24975	2900	NA	402	99	NA	50	275	NA
mu1e-5	sm-.0001	N-400	1D	69422-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.438556502314299	0.958854339414041	NA	24975	3300	NA	402	99	NA	750	675	NA
mu1e-5	sm-.0001	N-400	1D	70587-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.504571607138437	0.974748605457561	NA	24975	3750	NA	402	99	NA	125	650	NA
mu1e-5	sm-.0001	N-400	1D	70666-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.382606463948912	0.965365470626665	NA	24975	2725	NA	402	99	NA	375	575	NA
mu1e-5	sm-.0001	N-400	1D	7389-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.358034640231677	0.976627343082567	NA	24975	3675	NA	402	99	NA	125	1150	NA
mu1e-5	sm-.0001	N-400	1D	74487-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.412323704858791	0.976321046283733	NA	24975	6500	NA	402	99	NA	3475	4400	NA
mu1e-5	sm-.0001	N-400	1D	7606-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.501340653696691	0.963807980300518	NA	24975	4350	NA	402	99	NA	1100	475	NA
mu1e-5	sm-.0001	N-400	1D	76665-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.394058222568748	0.97195499773858	NA	24975	3800	NA	402	99	NA	250	775	NA
mu1e-5	sm-.0001	N-400	1D	78898-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.230393245216703	0.952789461781999	NA	24975	3650	NA	402	99	NA	150	1600	NA
mu1e-5	sm-.0001	N-400	1D	78913-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.428552016039207	0.975429921101563	NA	24975	3050	NA	402	99	NA	75	225	NA
mu1e-5	sm-.0001	N-400	1D	81304-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.477868895571892	0.978411603598171	NA	24975	3025	NA	402	99	NA	625	1175	NA
mu1e-5	sm-.0001	N-400	1D	82225-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.521985130318556	0.968129679883411	NA	24975	7525	NA	402	99	NA	250	5025	NA
mu1e-5	sm-.0001	N-400	1D	82554-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.452219313878369	0.964917583798181	NA	24975	4500	NA	402	99	NA	2700	2550	NA
mu1e-5	sm-.0001	N-400	1D	82699-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.288314893195713	0.963479571837781	NA	24975	5025	NA	402	99	NA	250	3225	NA
mu1e-5	sm-.0001	N-400	1D	83107-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.432193757580258	0.965609075832956	NA	24975	5300	NA	402	99	NA	500	2925	NA
mu1e-5	sm-.0001	N-400	1D	8338-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.346728082225687	0.968045881702598	NA	24975	3075	NA	402	99	NA	825	700	NA
mu1e-5	sm-.0001	N-400	1D	83898-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.413813117249573	0.980907708930097	NA	24975	3675	NA	402	99	NA	150	700	NA
mu1e-5	sm-.0001	N-400	1D	84111-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.303103574168956	0.970344489672848	NA	24975	5500	NA	402	99	NA	250	2675	NA
mu1e-5	sm-.0001	N-400	1D	85419-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.405736924828593	0.973570279913563	NA	24975	2775	NA	402	99	NA	75	725	NA
mu1e-5	sm-.0001	N-400	1D	86252-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.337701016063959	0.964227222473491	NA	24975	4975	NA	402	99	NA	25	1950	NA
mu1e-5	sm-.0001	N-400	1D	9-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.40055304942947	0.957796999849239	NA	24975	1875	NA	402	99	NA	675	100	NA
mu1e-5	sm-.0001	N-400	1D	90068-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.432924649142348	0.95774008744158	NA	24975	2475	NA	402	99	NA	375	375	NA
mu1e-5	sm-.0001	N-400	1D	91970-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.50307619242098	0.965831825719885	NA	24975	2425	NA	402	99	NA	275	50	NA
mu1e-5	sm-.0001	N-400	1D	93245-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.364979208435435	0.955717624001206	NA	24975	3325	NA	402	99	NA	275	225	NA
mu1e-5	sm-.0001	N-400	1D	94236-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.412295611494765	0.979086763153927	NA	24975	3550	NA	402	99	NA	525	850	NA
mu1e-5	sm-.0001	N-400	1D	94522-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.347990117818866	0.967093698175788	NA	24975	4050	NA	402	99	NA	125	1825	NA
mu1e-5	sm-.0001	N-400	1D	95712-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.363091755154575	0.97030303030303	NA	24975	3275	NA	402	99	NA	925	275	NA
mu1e-5	sm-.0001	N-400	1D	96130-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.466383226900324	0.951406100809086	NA	24975	3700	NA	402	99	NA	200	1375	NA
mu1e-5	sm-.0001	N-400	1D	9615-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.630130040098017	0.975259686416403	NA	24975	5050	NA	402	99	NA	25	1525	NA
mu1e-5	sm-.0001	N-400	1D	96344-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.342440966807752	0.960458565757073	NA	24975	2375	NA	402	99	NA	100	700	NA
mu1e-5	sm-.0001	N-400	1D	96907-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.429391413578872	0.974784034373587	NA	24975	7150	NA	402	99	NA	750	4425	NA
mu1e-5	sm-.0001	N-400	1D	97474-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.441651537090666	0.949384391175436	NA	24975	2950	NA	402	99	NA	425	575	NA
mu1e-5	sm-.0001	N-400	1D	97666-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.487568438900027	0.975808960249259	NA	24975	4975	NA	402	99	NA	950	2750	NA
mu1e-5	sm-.0001	N-400	1D	97906-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.529920113363531	0.981919317553646	NA	24975	3025	NA	402	99	NA	950	325	NA
mu1e-5	sm-.0001	N-400	1D	98828-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.3236374099651	0.960026508869792	NA	24975	3225	NA	402	99	NA	25	50	NA
mu1e-5	sm-.0001	N-400	1D	99633-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.521105758520829	0.978988391376451	NA	24975	3925	NA	402	99	NA	100	1575	NA
mu1e-5	sm-.0001	N-400	1D	99799-r1-501-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.455945583030123	0.976999346700839	NA	24975	3575	NA	402	99	NA	300	1275	NA
mu1e-5	sm-.0001	N-400	2D	16587-r101-101-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-400	2D	18741-r101-101-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-400	2D	25587-r101-101-sb0.01-sm-1e-04-N400-pophistory-run.Rdata	1e-05	0.3	0.2	400	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
